PopID	Barcode	CrossNum	Indiv	Origin	Exp	Trt	Rack	Pos	LfCount1	LfLgth1	LfWdth1	comments	defense	Round	TrayPos	Eaten.mm	Rem.pro	MostEat	EatDiffI.N	MostEat.Scan	eat.bin	def.ro.tray.or	Eaten.log	Latitude	Longitude
127	GR002	GR002-3-1	3	1	nat	mat fx	cut	8	16	14	18	4.1	NA	Induced 2	4	44	0.773245781	0.975	inv	6.969521972	inv	0	Induced 2 4 44 nat	0.572811641850084	40.6213888888889	23.0786111111111
128	GR002	GR002-3-1	3	1	nat	mat fx	cut	8	16	14	18	4.1	NA	Induced 3	3	37	1.737821116	0.944	inv	2.120555527	inv	0	Induced 3 3 37 nat	1.0071623909116	40.6213888888889	23.0786111111111
129	GR002	GR002-3-1	3	1	nat	mat fx	cut	8	16	14	18	4.1	NA	const	6	83	NA	NA	nat	NA	nat	1	const 6 83 nat	NA	40.6213888888889	23.0786111111111
130	GR002	GR002-3-1	3	1	nat	mat fx	cut	8	16	14	18	4.1	NA	Induced 2	5	66	5.928217654	0.81	nat	-0.628906569	nat	1	Induced 2 5 66 nat	1.93560258733708	40.6213888888889	23.0786111111111
131	GR002	GR002-3-1	3	1	nat	mat fx	cut	8	16	14	18	4.1	NA	Induced 1	6	86	0.7477596	0.976	nat	0.40503645	inv	0	Induced 1 6 86 nat	0.558334739171299	40.6213888888889	23.0786111111111
132	GR002	GR002-3-1	3	1	nat	mat fx	cut	8	16	14	18	4.1	NA	Induced 1	5	60	1.71361575	0.945	NA	8.06957235	inv	0	Induced 1 5 60 nat	0.99828197069648	40.6213888888889	23.0786111111111
133	GR002	GR002-3-1	3	1	nat	mat fx	cut	8	16	14	18	4.1	NA	const	5	60	NA	NA	nat	NA	nat	1	const 5 60 nat	NA	40.6213888888889	23.0786111111111
134	GR002	GR002-3-1	3	1	nat	mat fx	cut	8	16	14	18	4.1	NA	Induced 3	1	3	5.689295319	0.817	nat	-4.789352241	nat	1	Induced 3 1 3 nat	1.90050853510937	40.6213888888889	23.0786111111111
135	GR002	GR002-3-1	3	1	nat	mat fx	cut	8	16	14	18	4.1	NA	Induced 3	2	22	2.068834661	0.934	inv	8.151208569	inv	0	Induced 3 2 22 nat	1.12129790028606	40.6213888888889	23.0786111111111
136	GR002	GR002-3-1	3	1	nat	mat fx	cut	8	16	14	18	4.1	NA	const	4	46	NA	NA	nat	NA	nat	1	const 4 46 nat	NA	40.6213888888889	23.0786111111111
137	GR002	GR002-3-1	3	1	nat	mat fx	cut	8	16	14	18	4.1	NA	Induced 1	2	17	3.64532805	0.883	inv	5.07853395	inv	0	Induced 1 2 17 nat	1.53586199409926	40.6213888888889	23.0786111111111
138	GR002	GR002-3-1	3	1	nat	mat fx	cut	8	16	14	18	4.1	NA	Induced 3	4	59	4.706598855	0.849	inv	-2.296406475	nat	1	Induced 3 4 59 nat	1.74162319908937	40.6213888888889	23.0786111111111
139	GR002	GR002-3-3	3	3	nat	mat fx	cut	8	27	12	17	4.6	NA	Induced 1	3	34	2.71062855	0.913	inv	4.51771425	inv	0	Induced 1 3 34 nat	1.31120128275449	40.6213888888889	23.0786111111111
140	GR002	GR002-3-3	3	3	nat	mat fx	cut	8	27	12	17	4.6	NA	Induced 2	6	84	1.670210887	0.946	inv	3.443521211	inv	0	Induced 2 6 84 nat	0.982157453188226	40.6213888888889	23.0786111111111
141	GR002	GR002-3-3	3	3	nat	mat fx	cut	8	27	12	17	4.6	NA	Induced 2	2	25	3.072363236	0.901	NA	-1.876409761	nat	1	Induced 2 2 25 nat	1.40422347860972	40.6213888888889	23.0786111111111
142	GR002	GR002-3-3	3	3	nat	mat fx	cut	8	27	12	17	4.6	NA	Induced 3	6	85	2.244685608	0.928	NA	-2.244685608	nat	1	Induced 3 6 85 nat	1.17701846040846	40.6213888888889	23.0786111111111
143	GR002	GR002-3-3	3	3	nat	mat fx	cut	8	27	12	17	4.6	NA	const	3	37	NA	NA	nat	NA	nat	1	const 3 37 nat	NA	40.6213888888889	23.0786111111111
144	GR002	GR002-3-3	3	3	nat	mat fx	cut	8	27	12	17	4.6	NA	Induced 2	4	50	1.989819143	0.936	inv	-1.989819143	nat	1	Induced 2 4 50 nat	1.0952128982822	40.6213888888889	23.0786111111111
145	GR002	GR002-3-3	3	3	nat	mat fx	cut	8	27	12	17	4.6	NA	Induced 2	1	4	5.392100579	0.827	NA	-1.969199255	nat	1	Induced 2 1 4 nat	1.85506294347785	40.6213888888889	23.0786111111111
146	GR002	GR002-3-3	3	3	nat	mat fx	cut	8	27	12	17	4.6	NA	const	5	69	NA	NA	NA	NA	tie	3	const 5 69 nat	NA	40.6213888888889	23.0786111111111
147	GR002	GR002-3-3	3	3	nat	mat fx	cut	8	27	12	17	4.6	NA	Induced 1	2	30	5.51472705	0.823	inv	8.7861753	inv	0	Induced 1 2 30 nat	1.87406531407368	40.6213888888889	23.0786111111111
148	GR002	GR002-3-3	3	3	nat	mat fx	cut	8	27	12	17	4.6	NA	const	4	53	NA	NA	nat	NA	nat	1	const 4 53 nat	NA	40.6213888888889	23.0786111111111
149	GR002	GR002-3-3	3	3	nat	mat fx	cut	8	27	12	17	4.6	NA	Induced 3	4	56	3.78596743	0.878	inv	3.113596166	inv	0	Induced 3 4 56 nat	1.56568818419767	40.6213888888889	23.0786111111111
150	GR002	GR002-3-3	3	3	nat	mat fx	cut	8	27	12	17	4.6	NA	Induced 3	2	20	2.492945767	0.92	inv	2.4412249	inv	0	Induced 3 2 20 nat	1.25074543950891	40.6213888888889	23.0786111111111
151	GR002	GR002-3-3	3	3	nat	mat fx	cut	8	27	12	17	4.6	NA	Induced 1	1	5	2.3679054	0.924	inv	8.31882555	inv	0	Induced 1 1 5 nat	1.21429100809962	40.6213888888889	23.0786111111111
152	GR002	GR002-3-3	3	3	nat	mat fx	cut	8	27	12	17	4.6	NA	Induced 1	4	54	2.33674875	0.925	nat	2.39906205	inv	0	Induced 1 4 54 nat	1.20499690475603	40.6213888888889	23.0786111111111
153	GR002	GR002-3-3	3	3	nat	mat fx	cut	8	27	12	17	4.6	NA	Induced 1	6	77	3.39607485	0.891	inv	3.58301475	inv	0	Induced 1 6 77 nat	1.480712063239	40.6213888888889	23.0786111111111
154	GR002	GR002-3-3	3	3	nat	mat fx	cut	8	27	12	17	4.6	NA	const	1	9	NA	NA	nat	NA	nat	1	const 1 9 nat	NA	40.6213888888889	23.0786111111111
155	GR002	GR002-3-3	3	3	nat	mat fx	cut	8	27	12	17	4.6	NA	Induced 3	5	74	0	1	inv	3.78596743	inv	0	Induced 3 5 74 nat	0	40.6213888888889	23.0786111111111
156	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	Induced 3	3	31	0.941319771	0.97	nat	-0.134474253	nat	1	Induced 3 3 31 nat	0.663368036109839	40.6213888888889	23.0786111111111
157	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	const	6	80	NA	NA	inv	NA	inv	0	const 6 80 nat	NA	40.6213888888889	23.0786111111111
158	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	Induced 3	6	80	9.992471414	0.679	nat	-9.857997161	nat	1	Induced 3 6 80 nat	2.39721062156911	40.6213888888889	23.0786111111111
159	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	Induced 1	3	31	4.7981241	0.846	NA	1.1216394	inv	0	Induced 1 3 31 nat	1.75753443420279	40.6213888888889	23.0786111111111
160	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	Induced 1	4	44	3.1779783	0.898	inv	9.1600551	inv	0	Induced 1 4 44 nat	1.42982746924822	40.6213888888889	23.0786111111111
161	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	Induced 2	5	64	0	1	NA	0	tie	3	Induced 2 5 64 nat	0	40.6213888888889	23.0786111111111
162	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	Induced 1	6	84	2.5548453	0.918	NA	-1.27742265	nat	1	Induced 1 6 84 nat	1.26831154613395	40.6213888888889	23.0786111111111
163	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	const	1	3	NA	NA	inv	NA	inv	0	const 1 3 nat	NA	40.6213888888889	23.0786111111111
164	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	Induced 2	2	27	11.69147621	0.625	nat	-4.2889366	nat	1	Induced 2 2 27 nat	2.54093060356585	40.6213888888889	23.0786111111111
165	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	const	2	24	NA	NA	nat	NA	nat	1	const 2 24 nat	NA	40.6213888888889	23.0786111111111
166	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	Induced 2	4	45	0.515497187	0.983	inv	14.17617265	inv	0	Induced 2 4 45 nat	0.415743561360913	40.6213888888889	23.0786111111111
167	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	Induced 2	6	82	0.969134712	0.969	inv	4.979702829	inv	0	Induced 2 6 82 nat	0.677594213771743	40.6213888888889	23.0786111111111
168	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	Induced 3	5	71	3.81699995	0.877	inv	-0.548241185	nat	1	Induced 3 5 71 nat	1.57215131726818	40.6213888888889	23.0786111111111
169	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	const	4	56	NA	NA	inv	NA	inv	0	const 4 56 nat	NA	40.6213888888889	23.0786111111111
170	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	const	5	66	NA	NA	inv	NA	inv	0	const 5 66 nat	NA	40.6213888888889	23.0786111111111
171	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	Induced 3	2	17	2.017113795	0.935	nat	-0.558585359	nat	1	Induced 3 2 17 nat	1.10430067739734	40.6213888888889	23.0786111111111
172	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	Induced 3	4	57	0.703403785	0.977	inv	1.727476942	inv	0	Induced 3 4 57 nat	0.53262847574891	40.6213888888889	23.0786111111111
173	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	Induced 1	5	69	2.95988175	0.905	NA	-2.71062855	nat	1	Induced 1 5 69 nat	1.37621416370943	40.6213888888889	23.0786111111111
174	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	Induced 1	2	21	3.6764847	0.882	NA	-2.83525515	nat	1	Induced 1 2 21 nat	1.54254669520958	40.6213888888889	23.0786111111111
175	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	Induced 2	1	7	16.51652988	0.47	nat	-11.4543475	nat	1	Induced 2 1 7 nat	2.8631449996805	40.6213888888889	23.0786111111111
176	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	Induced 2	3	37	0	1	NA	0.701076175	inv	0	Induced 2 3 37 nat	0	40.6213888888889	23.0786111111111
177	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	const	3	40	NA	NA	inv	NA	inv	0	const 3 40 nat	NA	40.6213888888889	23.0786111111111
178	GR002	GR002-5-1	5	1	nat	mat fx	cut	8	7	16	14.1	2.8	NA	Induced 3	1	11	3.186005378	0.898	nat	-3.144628685	nat	1	Induced 3 1 11 nat	1.4317469087817	40.6213888888889	23.0786111111111
179	RU008	RU008-2-1	2	1	nat	mat fx	cut	8	18	21	9.2	2.9	NA	Induced 3	1	12	0.703403785	0.977	nat	0.941319771	inv	0	Induced 3 1 12 nat	0.53262847574891	44.05	43.06000278
180	RU008	RU008-2-1	2	1	nat	mat fx	cut	8	18	21	9.2	2.9	NA	Induced 2	3	35	0.309298312	0.99	nat	-0.309298312	nat	1	Induced 2 3 35 nat	0.269491354012215	44.05	43.06000278
181	RU008	RU008-2-1	2	1	nat	mat fx	cut	8	18	21	9.2	2.9	NA	Induced 2	6	76	4.340486317	0.861	nat	-4.340486317	nat	1	Induced 2 6 76 nat	1.67531671942468	44.05	43.06000278
182	RU008	RU008-2-1	2	1	nat	mat fx	cut	8	18	21	9.2	2.9	NA	const	3	41	NA	NA	nat	NA	nat	1	const 3 41 nat	NA	44.05	43.06000278
183	RU008	RU008-2-1	2	1	nat	mat fx	cut	8	18	21	9.2	2.9	NA	Induced 1	4	55	5.7951369	0.814	NA	-4.26846105	nat	1	Induced 1 4 55 nat	1.91620719456719	44.05	43.06000278
184	RU008	RU008-2-1	2	1	nat	mat fx	cut	8	18	21	9.2	2.9	NA	Induced 2	5	60	3.041433405	0.902	inv	0.3299182	inv	0	Induced 2 5 60 nat	1.3965994322631	44.05	43.06000278
185	RU008	RU008-2-1	2	1	nat	mat fx	cut	8	18	21	9.2	2.9	NA	Induced 3	6	75	1.820574502	0.942	nat	-1.820574502	nat	1	Induced 3 6 75 nat	1.03694058831456	44.05	43.06000278
186	RU008	RU008-2-1	2	1	nat	mat fx	cut	8	18	21	9.2	2.9	NA	const	4	55	NA	NA	inv	NA	inv	0	const 4 55 nat	NA	44.05	43.06000278
187	RU008	RU008-2-1	2	1	nat	mat fx	cut	8	18	21	9.2	2.9	NA	Induced 1	5	64	2.14980885	0.931	NA	0.7477596	inv	0	Induced 1 5 64 nat	1.1473417684566	44.05	43.06000278
188	RU008	RU008-2-1	2	1	nat	mat fx	cut	8	18	21	9.2	2.9	NA	const	6	72	NA	NA	inv	NA	inv	0	const 6 72 nat	NA	44.05	43.06000278
189	RU008	RU008-2-1	2	1	nat	mat fx	cut	8	18	21	9.2	2.9	NA	const	1	13	NA	NA	NA	NA	tie	3	const 1 13 nat	NA	44.05	43.06000278
190	RU008	RU008-2-1	2	1	nat	mat fx	cut	8	18	21	9.2	2.9	NA	const	2	14	NA	NA	inv	NA	inv	0	const 2 14 nat	NA	44.05	43.06000278
191	RU008	RU008-2-1	2	1	nat	mat fx	cut	8	18	21	9.2	2.9	NA	Induced 1	3	43	3.4895448	0.888	nat	-0.6854463	nat	1	Induced 1 3 43 nat	1.50175131576845	44.05	43.06000278
192	RU008	RU008-2-1	2	1	nat	mat fx	cut	8	18	21	9.2	2.9	NA	Induced 1	1	12	1.3708926	0.956	NA	1.8070857	inv	0	Induced 1 1 12 nat	0.863266508714419	44.05	43.06000278
193	RU008	RU008-2-1	2	1	nat	mat fx	cut	8	18	21	9.2	2.9	NA	Induced 2	1	2	3.567240536	0.886	inv	3.216702449	inv	0	Induced 2 1 2 nat	1.51890920108833	44.05	43.06000278
194	RU008	RU008-2-1	2	1	nat	mat fx	cut	8	18	21	9.2	2.9	NA	Induced 2	4	46	0	1	NA	1.443392124	inv	0	Induced 2 4 46 nat	0	44.05	43.06000278
195	RU008	RU008-2-1	2	1	nat	mat fx	cut	8	18	21	9.2	2.9	NA	Induced 3	4	58	9.19597007	0.705	nat	-6.465108317	nat	1	Induced 3 4 58 nat	2.32199255104467	44.05	43.06000278
196	RU008	RU008-2-1	2	1	nat	mat fx	cut	8	18	21	9.2	2.9	NA	Induced 1	6	87	0	1	NA	0.5608197	inv	0	Induced 1 6 87 nat	0	44.05	43.06000278
197	RU008	RU008-2-1	2	1	nat	mat fx	cut	8	18	21	9.2	2.9	NA	Induced 3	2	30	0.475831972	0.985	inv	3.599772311	inv	0	Induced 3 2 30 nat	0.389221879589603	44.05	43.06000278
198	RU008	RU008-8-1	8	1	nat	mat fx	cut	8	12	13	20.9	5	NA	const	6	78	NA	NA	nat	NA	nat	1	const 6 78 nat	NA	44.05	43.06000278
199	RU008	RU008-8-1	8	1	nat	mat fx	cut	8	12	13	20.9	5	NA	const	1	6	NA	NA	inv	NA	inv	0	const 1 6 nat	NA	44.05	43.06000278
200	RU008	RU008-8-1	8	1	nat	mat fx	cut	8	12	13	20.9	5	NA	const	2	28	NA	NA	inv	NA	inv	0	const 2 28 nat	NA	44.05	43.06000278
201	RU008	RU008-8-1	8	1	nat	mat fx	cut	8	12	13	20.9	5	NA	const	5	63	NA	NA	NA	NA	tie	3	const 5 63 nat	NA	44.05	43.06000278
202	RU008	RU008-8-1	8	1	nat	mat fx	cut	8	12	13	20.9	5	NA	const	4	49	NA	NA	NA	NA	tie	3	const 4 49 nat	NA	44.05	43.06000278
203	RU008	RU008-8-1	8	1	nat	mat fx	cut	8	12	13	20.9	5	NA	Induced 3	6	77	7.933980926	0.745	nat	-5.947899651	nat	1	Induced 3 6 77 nat	2.18986208793772	44.05	43.06000278
204	RU008	RU008-8-1	8	1	nat	mat fx	cut	8	12	13	20.9	5	NA	Induced 1	2	26	2.6171586	0.916	inv	4.58002755	inv	0	Induced 1 2 26 nat	1.28568880050187	44.05	43.06000278
205	RU008	RU008-8-1	8	1	nat	mat fx	cut	8	12	13	20.9	5	NA	Induced 2	6	79	5.495200017	0.824	nat	-4.258006767	nat	1	Induced 2 6 79 nat	1.87106344518342	44.05	43.06000278
206	RU008	RU008-8-1	8	1	nat	mat fx	cut	8	12	13	20.9	5	NA	Induced 1	3	33	6.32479995	0.797	nat	-6.32479995	nat	1	Induced 1 3 33 nat	1.99126584394999	44.05	43.06000278
207	RU008	RU008-8-1	8	1	nat	mat fx	cut	8	12	13	20.9	5	NA	Induced 2	5	63	3.484760986	0.888	inv	7.412849554	inv	0	Induced 2 5 63 nat	1.50068520222894	44.05	43.06000278
208	RU008	RU008-8-1	8	1	nat	mat fx	cut	8	12	13	20.9	5	NA	Induced 2	1	6	2.381597005	0.924	NA	0.226818763	inv	0	Induced 2 1 6 nat	1.21834808459463	44.05	43.06000278
209	RU008	RU008-8-1	8	1	nat	mat fx	cut	8	12	13	20.9	5	NA	Induced 3	5	62	1.044761504	0.966	NA	0.486176145	inv	0	Induced 3 5 62 nat	0.715281158732782	44.05	43.06000278
210	RU008	RU008-8-1	8	1	nat	mat fx	cut	8	12	13	20.9	5	NA	Induced 3	3	32	18.21608919	0.415	nat	-16.32310548	nat	1	Induced 3 3 32 nat	2.95574790677149	44.05	43.06000278
211	RU008	RU008-8-1	8	1	nat	mat fx	cut	8	12	13	20.9	5	NA	const	3	30	NA	NA	nat	NA	nat	1	const 3 30 nat	NA	44.05	43.06000278
212	RU008	RU008-8-1	8	1	nat	mat fx	cut	8	12	13	20.9	5	NA	Induced 2	4	48	0	1	inv	6.041627035	inv	0	Induced 2 4 48 nat	0	44.05	43.06000278
213	RU008	RU008-8-1	8	1	nat	mat fx	cut	8	12	13	20.9	5	NA	Induced 1	4	57	2.27443545	0.927	nat	-0.52966305	nat	1	Induced 1 4 57 nat	1.1861454725484	44.05	43.06000278
214	RU008	RU008-8-1	8	1	nat	mat fx	cut	8	12	13	20.9	5	NA	Induced 2	3	33	0	1	NA	0.278368481	inv	0	Induced 2 3 33 nat	0	44.05	43.06000278
215	RU008	RU008-8-1	8	1	nat	mat fx	cut	8	12	13	20.9	5	NA	Induced 2	2	14	2.061988749	0.934	NA	-2.061988749	nat	1	Induced 2 2 14 nat	1.11906462283292	44.05	43.06000278
216	RU008	RU008-8-1	8	1	nat	mat fx	cut	8	12	13	20.9	5	NA	Induced 1	6	75	6.01323345	0.807	nat	-4.361931	nat	1	Induced 1 6 75 nat	1.94779885717983	44.05	43.06000278
217	RU008	RU008-8-1	8	1	nat	mat fx	cut	8	12	13	20.9	5	NA	Induced 1	5	58	1.83824235	0.941	nat	-0.2492532	nat	1	Induced 1 5 58 nat	1.04318496973605	44.05	43.06000278
218	RU008	RU008-8-4	8	4	nat	mat fx	cut	8	41	13	23.6	5.2	NA	Induced 3	4	55	1.489560956	0.952	nat	0.517208666	inv	0	Induced 3 4 55 nat	0.912106372038341	44.05	43.06000278
219	RU008	RU008-8-4	8	4	nat	mat fx	cut	8	41	13	23.6	5.2	NA	Induced 2	1	10	0	1	NA	1.804240156	inv	0	Induced 2 1 10 nat	0	44.05	43.06000278
220	RU008	RU008-8-4	8	4	nat	mat fx	cut	8	41	13	23.6	5.2	NA	Induced 1	6	79	1.40204925	0.955	NA	-0.65428965	nat	1	Induced 1 6 79 nat	0.876322227194471	44.05	43.06000278
221	RU008	RU008-8-4	8	4	nat	mat fx	cut	8	41	13	23.6	5.2	NA	Induced 1	4	45	1.3708926	0.956	NA	0.8723862	inv	0	Induced 1 4 45 nat	0.863266508714419	44.05	43.06000278
222	RU008	RU008-8-4	8	4	nat	mat fx	cut	8	41	13	23.6	5.2	NA	Induced 3	6	87	4.499715388	0.856	nat	-3.889409163	nat	1	Induced 3 6 87 nat	1.70469634326311	44.05	43.06000278
223	RU008	RU008-8-4	8	4	nat	mat fx	cut	8	41	13	23.6	5.2	NA	Induced 2	3	42	9.516078077	0.695	nat	-9.516078077	nat	1	Induced 2 3 42 nat	2.35290533143117	44.05	43.06000278
224	RU008	RU008-8-4	8	4	nat	mat fx	cut	8	41	13	23.6	5.2	NA	Induced 1	2	16	5.57704035	0.821	nat	-2.27443545	nat	1	Induced 1 2 16 nat	1.88358484931636	44.05	43.06000278
225	RU008	RU008-8-4	8	4	nat	mat fx	cut	8	41	13	23.6	5.2	NA	const	1	12	NA	NA	inv	NA	inv	0	const 1 12 nat	NA	44.05	43.06000278
226	RU008	RU008-8-4	8	4	nat	mat fx	cut	8	41	13	23.6	5.2	NA	Induced 3	1	13	1.210268277	0.961	nat	-1.210268277	nat	1	Induced 3 1 13 nat	0.793113900469904	44.05	43.06000278
227	RU008	RU008-8-4	8	4	nat	mat fx	cut	8	41	13	23.6	5.2	NA	Induced 1	1	13	8.75501865	0.719	inv	0	tie	3	Induced 1 1 13 nat	2.27778188591333	44.05	43.06000278
228	RU008	RU008-8-4	8	4	nat	mat fx	cut	8	41	13	23.6	5.2	NA	Induced 2	5	59	0	1	inv	0.505187244	inv	0	Induced 2 5 59 nat	0	44.05	43.06000278
229	RU008	RU008-8-4	8	4	nat	mat fx	cut	8	41	13	23.6	5.2	NA	Induced 1	5	72	1.9317123	0.938	NA	0.5608197	inv	0	Induced 1 5 72 nat	1.07558665506258	44.05	43.06000278
230	RU008	RU008-8-4	8	4	nat	mat fx	cut	8	41	13	23.6	5.2	NA	Induced 3	2	21	0.889598904	0.971	nat	1.737821116	inv	0	Induced 3 2 21 nat	0.636364586443858	44.05	43.06000278
231	RU008	RU008-8-4	8	4	nat	mat fx	cut	8	41	13	23.6	5.2	NA	Induced 3	5	70	0	1	nat	0.382734412	inv	0	Induced 3 5 70 nat	0	44.05	43.06000278
232	RU008	RU008-8-4	8	4	nat	mat fx	cut	8	41	13	23.6	5.2	NA	Induced 3	3	43	0	1	nat	1.230956624	inv	0	Induced 3 3 43 nat	0	44.05	43.06000278
233	RU008	RU008-8-4	8	4	nat	mat fx	cut	8	41	13	23.6	5.2	NA	const	6	73	NA	NA	NA	NA	tie	3	const 6 73 nat	NA	44.05	43.06000278
234	RU008	RU008-8-4	8	4	nat	mat fx	cut	8	41	13	23.6	5.2	NA	Induced 1	3	32	10.9048275	0.65	inv	-5.01622065	nat	1	Induced 1 3 32 nat	2.47694399012364	44.05	43.06000278
235	RU008	RU008-8-4	8	4	nat	mat fx	cut	8	41	13	23.6	5.2	NA	const	2	15	NA	NA	nat	NA	nat	1	const 2 15 nat	NA	44.05	43.06000278
236	RU008	RU008-8-4	8	4	nat	mat fx	cut	8	41	13	23.6	5.2	NA	Induced 2	4	55	12.32038278	0.605	nat	-10.70172161	nat	1	Induced 2 4 55 nat	2.58929540193657	44.05	43.06000278
237	TR001	TR001-10-4	10	4	nat	mat fx	cut	8	21	13	16.5	3.7	NA	const	2	18	NA	NA	inv	NA	inv	0	const 2 18 nat	NA	41.7511111111111	27.2477777777778
238	TR001	TR001-10-4	10	4	nat	mat fx	cut	8	21	13	16.5	3.7	NA	Induced 1	1	9	7.477596	0.76	nat	-4.985064	nat	1	Induced 1 1 9 nat	2.13742691904673	41.7511111111111	27.2477777777778
239	TR001	TR001-10-4	10	4	nat	mat fx	cut	8	21	13	16.5	3.7	NA	Induced 2	1	3	5.660159116	0.818	NA	-1.711450661	nat	1	Induced 2 1 3 nat	1.8961433755582	41.7511111111111	27.2477777777778
240	TR001	TR001-10-4	10	4	nat	mat fx	cut	8	21	13	16.5	3.7	NA	Induced 2	3	29	1.979509199	0.936	inv	9.258329481	inv	0	Induced 2 3 29 nat	1.09175858863091	41.7511111111111	27.2477777777778
241	TR001	TR001-10-4	10	4	nat	mat fx	cut	8	21	13	16.5	3.7	NA	Induced 2	2	20	1.649590999	0.947	NA	0.9897546	inv	0	Induced 2 2 20 nat	0.974405288086487	41.7511111111111	27.2477777777778
242	TR001	TR001-10-4	10	4	nat	mat fx	cut	8	21	13	16.5	3.7	NA	Induced 3	4	49	0	1	nat	1.396463396	inv	0	Induced 3 4 49 nat	0	41.7511111111111	27.2477777777778
243	TR001	TR001-10-4	10	4	nat	mat fx	cut	8	21	13	16.5	3.7	NA	Induced 3	1	7	4.510059562	0.855	inv	0.403422759	inv	0	Induced 3 1 7 nat	1.70657543290676	41.7511111111111	27.2477777777778
244	TR001	TR001-10-4	10	4	nat	mat fx	cut	8	21	13	16.5	3.7	NA	Induced 1	6	85	2.8040985	0.91	inv	0.623133	inv	0	Induced 1 6 85 nat	1.33607903814391	41.7511111111111	27.2477777777778
245	TR001	TR001-10-4	10	4	nat	mat fx	cut	8	21	13	16.5	3.7	NA	Induced 1	3	39	9.44046495	0.697	nat	-7.3529694	nat	1	Induced 1 3 39 nat	2.34568911690343	41.7511111111111	27.2477777777778
246	TR001	TR001-10-4	10	4	nat	mat fx	cut	8	21	13	16.5	3.7	NA	Induced 2	4	52	2.525936218	0.919	nat	-1.329982743	nat	1	Induced 2 4 52 nat	1.26014599475932	41.7511111111111	27.2477777777778
247	TR001	TR001-10-4	10	4	nat	mat fx	cut	8	21	13	16.5	3.7	NA	Induced 1	4	51	0.84122955	0.973	inv	1.6824591	inv	0	Induced 1 4 51 nat	0.610433582147824	41.7511111111111	27.2477777777778
248	TR001	TR001-10-4	10	4	nat	mat fx	cut	8	21	13	16.5	3.7	NA	Induced 1	2	24	1.71361575	0.945	NA	1.52667585	inv	0	Induced 1 2 24 nat	0.99828197069648	41.7511111111111	27.2477777777778
249	TR001	TR001-10-4	10	4	nat	mat fx	cut	8	21	13	16.5	3.7	NA	Induced 3	3	41	0	1	NA	0	tie	3	Induced 3 3 41 nat	0	41.7511111111111	27.2477777777778
250	TR001	TR001-10-4	10	4	nat	mat fx	cut	8	21	13	16.5	3.7	NA	const	5	62	NA	NA	nat	NA	nat	1	const 5 62 nat	NA	41.7511111111111	27.2477777777778
251	TR001	TR001-10-4	10	4	nat	mat fx	cut	8	21	13	16.5	3.7	NA	Induced 2	5	71	3.526000761	0.887	nat	-3.526000761	nat	1	Induced 2 5 71 nat	1.50983871535097	41.7511111111111	27.2477777777778
252	TR001	TR001-10-4	10	4	nat	mat fx	cut	8	21	13	16.5	3.7	NA	const	4	48	NA	NA	nat	NA	nat	1	const 4 48 nat	NA	41.7511111111111	27.2477777777778
253	TR001	TR001-2-1	2	1	nat	mat fx	cut	8	47	12	15.6	3.2	NA	Induced 1	4	47	2.9910384	0.904	inv	0.9346995	inv	0	Induced 1 4 47 nat	1.38405144766902	41.7511111111111	27.2477777777778
254	TR001	TR001-2-1	2	1	nat	mat fx	cut	8	47	12	15.6	3.2	NA	Induced 3	3	42	0.527552839	0.983	inv	-0.527552839	nat	1	Induced 3 3 42 nat	0.423667003282024	41.7511111111111	27.2477777777778
